cbsa,metro_name,yr,qtr,index_nsa,index_sa
10420,"Akron, OH",1991,1,100,100
10420,"Akron, OH",1991,2,102.35,101.07
10420,"Akron, OH",1991,3,102.2,101.43
10420,"Akron, OH",1991,4,103.08,103.1
10420,"Akron, OH",1992,1,104.52,104.5
10420,"Akron, OH",1992,2,106.8,105.49
10420,"Akron, OH",1992,3,108.26,107.41
10420,"Akron, OH",1992,4,108.68,108.76
10420,"Akron, OH",1993,1,110.1,110
10420,"Akron, OH",1993,2,112.6,111.31
10420,"Akron, OH",1993,3,113.73,112.76
10420,"Akron, OH",1993,4,114.24,114.42
10420,"Akron, OH",1994,1,114.45,114.21
10420,"Akron, OH",1994,2,119.49,118.25
10420,"Akron, OH",1994,3,120.04,118.96
10420,"Akron, OH",1994,4,119.75,119.95
10420,"Akron, OH",1995,1,122.13,121.8
10420,"Akron, OH",1995,2,123.86,122.68
10420,"Akron, OH",1995,3,125.32,124.17
10420,"Akron, OH",1995,4,124.71,124.88
10420,"Akron, OH",1996,1,128.64,128.26
10420,"Akron, OH",1996,2,128.83,127.66
10420,"Akron, OH",1996,3,132.2,131.06
10420,"Akron, OH",1996,4,131.26,131.27
10420,"Akron, OH",1997,1,132.07,131.77
10420,"Akron, OH",1997,2,133.01,131.83
10420,"Akron, OH",1997,3,133.89,132.77
10420,"Akron, OH",1997,4,135.98,135.78
10420,"Akron, OH",1998,1,136.45,136.34
10420,"Akron, OH",1998,2,139.62,138.32
10420,"Akron, OH",1998,3,140.05,138.95
10420,"Akron, OH",1998,4,140.57,140.11
10420,"Akron, OH",1999,1,143.02,143.25
10420,"Akron, OH",1999,2,145.86,144.35
10420,"Akron, OH",1999,3,146.38,145.24
10420,"Akron, OH",1999,4,147.58,147
10420,"Akron, OH",2000,1,146.03,146.46
10420,"Akron, OH",2000,2,150.31,148.66
10420,"Akron, OH",2000,3,152.11,150.87
10420,"Akron, OH",2000,4,152.3,151.72
10420,"Akron, OH",2001,1,152.09,152.59
10420,"Akron, OH",2001,2,156.53,154.85
10420,"Akron, OH",2001,3,155.66,154.22
10420,"Akron, OH",2001,4,159.25,158.83
10420,"Akron, OH",2002,1,156.65,157.06
10420,"Akron, OH",2002,2,159.94,158.27
10420,"Akron, OH",2002,3,160.39,158.79
10420,"Akron, OH",2002,4,161.17,160.93
10420,"Akron, OH",2003,1,162.69,163.02
10420,"Akron, OH",2003,2,165.04,163.33
10420,"Akron, OH",2003,3,167.35,165.54
10420,"Akron, OH",2003,4,165.84,165.82
10420,"Akron, OH",2004,1,167,167.27
10420,"Akron, OH",2004,2,168.1,166.33
10420,"Akron, OH",2004,3,169.72,167.76
10420,"Akron, OH",2004,4,168.79,168.94
10420,"Akron, OH",2005,1,170.53,170.88
10420,"Akron, OH",2005,2,174.98,173.09
10420,"Akron, OH",2005,3,174.42,172.18
10420,"Akron, OH",2005,4,170.95,171.1
10420,"Akron, OH",2006,1,176.02,176.85
10420,"Akron, OH",2006,2,175.17,173.01
10420,"Akron, OH",2006,3,175.92,173.54
10420,"Akron, OH",2006,4,172.55,172.44
10420,"Akron, OH",2007,1,171.09,172.65
10420,"Akron, OH",2007,2,173.57,171.06
10420,"Akron, OH",2007,3,170.88,168.57
10420,"Akron, OH",2007,4,166.41,165.81
10420,"Akron, OH",2008,1,164.1,166.43
10420,"Akron, OH",2008,2,163.59,160.93
10420,"Akron, OH",2008,3,160.2,158.05
10420,"Akron, OH",2008,4,153.32,152.38
10420,"Akron, OH",2009,1,145.46,148.07
10420,"Akron, OH",2009,2,154.64,151.89
10420,"Akron, OH",2009,3,155.24,153.31
10420,"Akron, OH",2009,4,156.39,155.12
10420,"Akron, OH",2010,1,148.37,151.22
10420,"Akron, OH",2010,2,155.14,152.32
10420,"Akron, OH",2010,3,150.08,148.38
10420,"Akron, OH",2010,4,150.06,148.77
10420,"Akron, OH",2011,1,142.12,144.69
10420,"Akron, OH",2011,2,143.86,141.29
10420,"Akron, OH",2011,3,145.52,144
10420,"Akron, OH",2011,4,141,139.97
10420,"Akron, OH",2012,1,138.87,140.89
10420,"Akron, OH",2012,2,146.94,144.52
10420,"Akron, OH",2012,3,145.12,143.57
10420,"Akron, OH",2012,4,151.29,150.59
10420,"Akron, OH",2013,1,154.39,156.12
10420,"Akron, OH",2013,2,154.88,152.38
10420,"Akron, OH",2013,3,155.56,153.93
10420,"Akron, OH",2013,4,153.98,153.68
10420,"Akron, OH",2014,1,151.88,153.1
10420,"Akron, OH",2014,2,156.57,154.14
10420,"Akron, OH",2014,3,159.39,157.7
10420,"Akron, OH",2014,4,155.51,155.42
10420,"Akron, OH",2015,1,157.05,158.16
10420,"Akron, OH",2015,2,163.81,161.24
10420,"Akron, OH",2015,3,162.66,160.87
10420,"Akron, OH",2015,4,165.81,165.87
10420,"Akron, OH",2016,1,161.93,163.02
10420,"Akron, OH",2016,2,171.26,168.62
10420,"Akron, OH",2016,3,170.06,168.03
10420,"Akron, OH",2016,4,169.08,169.2
10420,"Akron, OH",2017,1,171.83,173.06
10420,"Akron, OH",2017,2,176.39,173.7
10420,"Akron, OH",2017,3,179.73,177.42
10420,"Akron, OH",2017,4,181.12,181.35
10420,"Akron, OH",2018,1,181.77,183.03
10420,"Akron, OH",2018,2,187.1,184.46
10420,"Akron, OH",2018,3,190.37,187.64
10420,"Akron, OH",2018,4,188.64,189.01
10420,"Akron, OH",2019,1,188.38,189.65
10420,"Akron, OH",2019,2,198.44,195.92
10420,"Akron, OH",2019,3,200.3,196.96
10420,"Akron, OH",2019,4,198.73,199.37
10420,"Akron, OH",2020,1,202.81,204.21
10420,"Akron, OH",2020,2,209.71,207.14
10420,"Akron, OH",2020,3,219.35,215.29
10420,"Akron, OH",2020,4,223.62,224.59
10420,"Akron, OH",2021,1,229.84,231.49
10420,"Akron, OH",2021,2,243.18,240.28
10420,"Akron, OH",2021,3,253.77,248.7
10420,"Akron, OH",2021,4,254.33,255.64
10420,"Akron, OH",2022,1,264.85,266.88
10420,"Akron, OH",2022,2,277.33,274.07
10420,"Akron, OH",2022,3,275.43,269.59
10420,"Akron, OH",2022,4,273.34,274.96
10420,"Akron, OH",2023,1,275.71,277.88
10420,"Akron, OH",2023,2,288.88,285.53
10420,"Akron, OH",2023,3,303.93,297.26
10580,"Albany-Schenectady-Troy, NY",1991,1,100,100
10580,"Albany-Schenectady-Troy, NY",1991,2,100.01,100.51
10580,"Albany-Schenectady-Troy, NY",1991,3,100.18,100.41
10580,"Albany-Schenectady-Troy, NY",1991,4,99.95,98.95
10580,"Albany-Schenectady-Troy, NY",1992,1,103.29,103.36
10580,"Albany-Schenectady-Troy, NY",1992,2,100.77,101.21
10580,"Albany-Schenectady-Troy, NY",1992,3,101.14,101.35
10580,"Albany-Schenectady-Troy, NY",1992,4,103.53,102.49
10580,"Albany-Schenectady-Troy, NY",1993,1,101.81,102.04
10580,"Albany-Schenectady-Troy, NY",1993,2,99.8,100.07
10580,"Albany-Schenectady-Troy, NY",1993,3,100.05,100.2
10580,"Albany-Schenectady-Troy, NY",1993,4,99.28,98.38
10580,"Albany-Schenectady-Troy, NY",1994,1,97.81,98.2
10580,"Albany-Schenectady-Troy, NY",1994,2,98.28,98.32
10580,"Albany-Schenectady-Troy, NY",1994,3,97.19,97.24
10580,"Albany-Schenectady-Troy, NY",1994,4,98.61,97.91
10580,"Albany-Schenectady-Troy, NY",1995,1,96.04,96.56
10580,"Albany-Schenectady-Troy, NY",1995,2,95.3,95.11
10580,"Albany-Schenectady-Troy, NY",1995,3,94.84,94.78
10580,"Albany-Schenectady-Troy, NY",1995,4,94.69,94.24
10580,"Albany-Schenectady-Troy, NY",1996,1,91.88,92.45
10580,"Albany-Schenectady-Troy, NY",1996,2,93.81,93.49
10580,"Albany-Schenectady-Troy, NY",1996,3,92.62,92.41
10580,"Albany-Schenectady-Troy, NY",1996,4,91.33,91.09
10580,"Albany-Schenectady-Troy, NY",1997,1,93.16,93.77
10580,"Albany-Schenectady-Troy, NY",1997,2,95.04,94.71
10580,"Albany-Schenectady-Troy, NY",1997,3,92.66,92.24
10580,"Albany-Schenectady-Troy, NY",1997,4,91.99,91.9
10580,"Albany-Schenectady-Troy, NY",1998,1,91.32,91.92
10580,"Albany-Schenectady-Troy, NY",1998,2,91,90.77
10580,"Albany-Schenectady-Troy, NY",1998,3,94.04,93.38
10580,"Albany-Schenectady-Troy, NY",1998,4,93.88,93.87
10580,"Albany-Schenectady-Troy, NY",1999,1,93.29,93.96
10580,"Albany-Schenectady-Troy, NY",1999,2,94.34,94.25
10580,"Albany-Schenectady-Troy, NY",1999,3,95.49,94.58
10580,"Albany-Schenectady-Troy, NY",1999,4,95.37,95.37
10580,"Albany-Schenectady-Troy, NY",2000,1,96.28,97.09
10580,"Albany-Schenectady-Troy, NY",2000,2,97.98,97.99
10580,"Albany-Schenectady-Troy, NY",2000,3,100.64,99.47
10580,"Albany-Schenectady-Troy, NY",2000,4,100.75,100.67
10580,"Albany-Schenectady-Troy, NY",2001,1,100,101.08
10580,"Albany-Schenectady-Troy, NY",2001,2,104.17,104.2
10580,"Albany-Schenectady-Troy, NY",2001,3,107.76,106.31
10580,"Albany-Schenectady-Troy, NY",2001,4,108.05,107.92
10580,"Albany-Schenectady-Troy, NY",2002,1,108.32,109.79
10580,"Albany-Schenectady-Troy, NY",2002,2,111.96,111.84
10580,"Albany-Schenectady-Troy, NY",2002,3,116,114.34
10580,"Albany-Schenectady-Troy, NY",2002,4,117.97,117.85
10580,"Albany-Schenectady-Troy, NY",2003,1,120.65,122.51
10580,"Albany-Schenectady-Troy, NY",2003,2,126.73,126.42
10580,"Albany-Schenectady-Troy, NY",2003,3,133.1,131.14
10580,"Albany-Schenectady-Troy, NY",2003,4,136.19,136.12
10580,"Albany-Schenectady-Troy, NY",2004,1,136.33,138.56
10580,"Albany-Schenectady-Troy, NY",2004,2,144.32,143.78
10580,"Albany-Schenectady-Troy, NY",2004,3,151.83,149.59
10580,"Albany-Schenectady-Troy, NY",2004,4,154.53,154.56
10580,"Albany-Schenectady-Troy, NY",2005,1,156.03,158.6
10580,"Albany-Schenectady-Troy, NY",2005,2,165.58,164.86
10580,"Albany-Schenectady-Troy, NY",2005,3,170.92,168.4
10580,"Albany-Schenectady-Troy, NY",2005,4,171.06,171.15
10580,"Albany-Schenectady-Troy, NY",2006,1,174.42,177.35
10580,"Albany-Schenectady-Troy, NY",2006,2,181.08,180.2
10580,"Albany-Schenectady-Troy, NY",2006,3,180.53,177.87
10580,"Albany-Schenectady-Troy, NY",2006,4,181.49,181.58
10580,"Albany-Schenectady-Troy, NY",2007,1,180.2,183.35
10580,"Albany-Schenectady-Troy, NY",2007,2,182.38,181.28
10580,"Albany-Schenectady-Troy, NY",2007,3,184.87,182.37
10580,"Albany-Schenectady-Troy, NY",2007,4,181.56,181.44
10580,"Albany-Schenectady-Troy, NY",2008,1,177.81,181.1
10580,"Albany-Schenectady-Troy, NY",2008,2,180.49,179.18
10580,"Albany-Schenectady-Troy, NY",2008,3,182.73,180.57
10580,"Albany-Schenectady-Troy, NY",2008,4,178.55,178.19
10580,"Albany-Schenectady-Troy, NY",2009,1,171.88,175.15
10580,"Albany-Schenectady-Troy, NY",2009,2,176.76,175.33
10580,"Albany-Schenectady-Troy, NY",2009,3,177.06,175.3
10580,"Albany-Schenectady-Troy, NY",2009,4,175.52,174.9
10580,"Albany-Schenectady-Troy, NY",2010,1,171.02,174.31
10580,"Albany-Schenectady-Troy, NY",2010,2,178.82,177.3
10580,"Albany-Schenectady-Troy, NY",2010,3,175.09,173.59
10580,"Albany-Schenectady-Troy, NY",2010,4,174.85,174.16
10580,"Albany-Schenectady-Troy, NY",2011,1,165.54,168.53
10580,"Albany-Schenectady-Troy, NY",2011,2,173.88,172.47
10580,"Albany-Schenectady-Troy, NY",2011,3,168.8,167.49
10580,"Albany-Schenectady-Troy, NY",2011,4,169.04,168.44
10580,"Albany-Schenectady-Troy, NY",2012,1,169.7,172.41
10580,"Albany-Schenectady-Troy, NY",2012,2,170.56,169.43
10580,"Albany-Schenectady-Troy, NY",2012,3,171.85,170.36
10580,"Albany-Schenectady-Troy, NY",2012,4,171.39,171.17
10580,"Albany-Schenectady-Troy, NY",2013,1,168.25,170.43
10580,"Albany-Schenectady-Troy, NY",2013,2,173.04,172.21
10580,"Albany-Schenectady-Troy, NY",2013,3,175.4,173.6
10580,"Albany-Schenectady-Troy, NY",2013,4,174.19,174.37
10580,"Albany-Schenectady-Troy, NY",2014,1,171.15,173.08
10580,"Albany-Schenectady-Troy, NY",2014,2,173.25,172.56
10580,"Albany-Schenectady-Troy, NY",2014,3,176.57,174.44
10580,"Albany-Schenectady-Troy, NY",2014,4,174.39,175.03
10580,"Albany-Schenectady-Troy, NY",2015,1,175.2,176.92
10580,"Albany-Schenectady-Troy, NY",2015,2,175.82,175.15
10580,"Albany-Schenectady-Troy, NY",2015,3,177.72,175.44
10580,"Albany-Schenectady-Troy, NY",2015,4,173.75,174.62
10580,"Albany-Schenectady-Troy, NY",2016,1,177.25,178.95
10580,"Albany-Schenectady-Troy, NY",2016,2,183.44,182.66
10580,"Albany-Schenectady-Troy, NY",2016,3,182.91,180.46
10580,"Albany-Schenectady-Troy, NY",2016,4,184.05,185.23
10580,"Albany-Schenectady-Troy, NY",2017,1,180.05,181.63
10580,"Albany-Schenectady-Troy, NY",2017,2,186.27,185.41
10580,"Albany-Schenectady-Troy, NY",2017,3,191.21,188.79
10580,"Albany-Schenectady-Troy, NY",2017,4,189.02,190.09
10580,"Albany-Schenectady-Troy, NY",2018,1,191.93,193.83
10580,"Albany-Schenectady-Troy, NY",2018,2,192.08,190.94
10580,"Albany-Schenectady-Troy, NY",2018,3,196.03,193.7
10580,"Albany-Schenectady-Troy, NY",2018,4,195.55,196.59
10580,"Albany-Schenectady-Troy, NY",2019,1,193.3,195.41
10580,"Albany-Schenectady-Troy, NY",2019,2,198.21,196.69
10580,"Albany-Schenectady-Troy, NY",2019,3,199.21,197.09
10580,"Albany-Schenectady-Troy, NY",2019,4,195.38,196.23
10580,"Albany-Schenectady-Troy, NY",2020,1,199.31,201.92
10580,"Albany-Schenectady-Troy, NY",2020,2,206.13,204.09
10580,"Albany-Schenectady-Troy, NY",2020,3,212.98,210.73
10580,"Albany-Schenectady-Troy, NY",2020,4,222.58,223.77
10580,"Albany-Schenectady-Troy, NY",2021,1,224.06,227.24
10580,"Albany-Schenectady-Troy, NY",2021,2,241.86,238.97
10580,"Albany-Schenectady-Troy, NY",2021,3,248.42,245.86
10580,"Albany-Schenectady-Troy, NY",2021,4,250.77,252.15
10580,"Albany-Schenectady-Troy, NY",2022,1,258.01,262.19
10580,"Albany-Schenectady-Troy, NY",2022,2,275.84,272.05
10580,"Albany-Schenectady-Troy, NY",2022,3,269.99,266.99
10580,"Albany-Schenectady-Troy, NY",2022,4,269.36,271.21
10580,"Albany-Schenectady-Troy, NY",2023,1,271.07,275.6
10580,"Albany-Schenectady-Troy, NY",2023,2,288.94,284.75
10580,"Albany-Schenectady-Troy, NY",2023,3,303.49,299.96
10740,"Albuquerque, NM",1991,1,100,100
10740,"Albuquerque, NM",1991,2,101.32,100.82
10740,"Albuquerque, NM",1991,3,101.35,101.34
10740,"Albuquerque, NM",1991,4,102.78,102.85
10740,"Albuquerque, NM",1992,1,105.82,105.85
10740,"Albuquerque, NM",1992,2,106.76,106.26
10740,"Albuquerque, NM",1992,3,107.52,107.41
10740,"Albuquerque, NM",1992,4,109.9,110
10740,"Albuquerque, NM",1993,1,111.41,111.51
10740,"Albuquerque, NM",1993,2,115.44,114.91
10740,"Albuquerque, NM",1993,3,118.25,118.01
10740,"Albuquerque, NM",1993,4,121.5,121.64
10740,"Albuquerque, NM",1994,1,125.72,125.97
10740,"Albuquerque, NM",1994,2,129.47,128.8
10740,"Albuquerque, NM",1994,3,133.27,132.89
10740,"Albuquerque, NM",1994,4,134.56,134.75
10740,"Albuquerque, NM",1995,1,135.51,135.9
10740,"Albuquerque, NM",1995,2,137.91,137.16
10740,"Albuquerque, NM",1995,3,139.54,139.09
10740,"Albuquerque, NM",1995,4,138.33,138.51
10740,"Albuquerque, NM",1996,1,138.96,139.45
10740,"Albuquerque, NM",1996,2,141.55,140.72
10740,"Albuquerque, NM",1996,3,140.19,139.78
10740,"Albuquerque, NM",1996,4,139.51,139.64
10740,"Albuquerque, NM",1997,1,139.25,139.73
10740,"Albuquerque, NM",1997,2,141.19,140.36
10740,"Albuquerque, NM",1997,3,139.09,138.77
10740,"Albuquerque, NM",1997,4,140.62,140.66
10740,"Albuquerque, NM",1998,1,139.44,139.91
10740,"Albuquerque, NM",1998,2,140.65,139.86
10740,"Albuquerque, NM",1998,3,141.09,140.84
10740,"Albuquerque, NM",1998,4,141.37,141.31
10740,"Albuquerque, NM",1999,1,141.92,142.38
10740,"Albuquerque, NM",1999,2,143.08,142.38
10740,"Albuquerque, NM",1999,3,142.48,142.19
10740,"Albuquerque, NM",1999,4,143.32,143.21
10740,"Albuquerque, NM",2000,1,142.29,142.76
10740,"Albuquerque, NM",2000,2,142.91,142.31
10740,"Albuquerque, NM",2000,3,143.4,143.01
10740,"Albuquerque, NM",2000,4,141.85,141.75
10740,"Albuquerque, NM",2001,1,144.85,145.36
10740,"Albuquerque, NM",2001,2,146.54,145.97
10740,"Albuquerque, NM",2001,3,147.53,146.95
10740,"Albuquerque, NM",2001,4,147.68,147.7
10740,"Albuquerque, NM",2002,1,147.89,148.42
10740,"Albuquerque, NM",2002,2,151.45,150.89
10740,"Albuquerque, NM",2002,3,154.17,153.39
10740,"Albuquerque, NM",2002,4,155.59,155.78
10740,"Albuquerque, NM",2003,1,155.49,156.04
10740,"Albuquerque, NM",2003,2,159.59,159.02
10740,"Albuquerque, NM",2003,3,161.84,160.83
10740,"Albuquerque, NM",2003,4,163.74,164.14
10740,"Albuquerque, NM",2004,1,167.28,167.86
10740,"Albuquerque, NM",2004,2,171.31,170.72
10740,"Albuquerque, NM",2004,3,175.7,174.41
10740,"Albuquerque, NM",2004,4,177.71,178.33
10740,"Albuquerque, NM",2005,1,185.04,185.66
10740,"Albuquerque, NM",2005,2,193.21,192.6
10740,"Albuquerque, NM",2005,3,203,201.25
10740,"Albuquerque, NM",2005,4,208.3,209.14
10740,"Albuquerque, NM",2006,1,216.73,217.61
10740,"Albuquerque, NM",2006,2,225.77,225.04
10740,"Albuquerque, NM",2006,3,232.35,230.17
10740,"Albuquerque, NM",2006,4,234.98,235.86
10740,"Albuquerque, NM",2007,1,237.31,238.57
10740,"Albuquerque, NM",2007,2,239.7,238.84
10740,"Albuquerque, NM",2007,3,240.52,238.26
10740,"Albuquerque, NM",2007,4,233.5,234.05
10740,"Albuquerque, NM",2008,1,231.5,233.17
10740,"Albuquerque, NM",2008,2,230.2,229.24
10740,"Albuquerque, NM",2008,3,229.18,227.03
10740,"Albuquerque, NM",2008,4,220.4,220.69
10740,"Albuquerque, NM",2009,1,212.78,214.71
10740,"Albuquerque, NM",2009,2,216.02,214.95
10740,"Albuquerque, NM",2009,3,214.32,212.22
10740,"Albuquerque, NM",2009,4,213.91,214.12
10740,"Albuquerque, NM",2010,1,209.75,212.07
10740,"Albuquerque, NM",2010,2,207.97,206.6
10740,"Albuquerque, NM",2010,3,204.33,202.25
10740,"Albuquerque, NM",2010,4,201.04,201.38
10740,"Albuquerque, NM",2011,1,194.21,196.67
10740,"Albuquerque, NM",2011,2,190.43,188.76
10740,"Albuquerque, NM",2011,3,193.82,191.82
10740,"Albuquerque, NM",2011,4,189.03,189.5
10740,"Albuquerque, NM",2012,1,188.72,191.36
10740,"Albuquerque, NM",2012,2,197.61,195.57
10740,"Albuquerque, NM",2012,3,198.83,196.64
10740,"Albuquerque, NM",2012,4,193.15,193.83
10740,"Albuquerque, NM",2013,1,195.13,198.11
10740,"Albuquerque, NM",2013,2,201.84,199.46
10740,"Albuquerque, NM",2013,3,200.81,198.55
10740,"Albuquerque, NM",2013,4,197.46,198.2
10740,"Albuquerque, NM",2014,1,196.58,199.76
10740,"Albuquerque, NM",2014,2,204.4,201.84
10740,"Albuquerque, NM",2014,3,204.36,202.15
10740,"Albuquerque, NM",2014,4,204.19,204.81
10740,"Albuquerque, NM",2015,1,202.44,205.78
10740,"Albuquerque, NM",2015,2,207.55,204.94
10740,"Albuquerque, NM",2015,3,211.9,209.82
10740,"Albuquerque, NM",2015,4,208.79,209.23
10740,"Albuquerque, NM",2016,1,205.42,208.58
10740,"Albuquerque, NM",2016,2,216.11,213.73
10740,"Albuquerque, NM",2016,3,217.05,214.93
10740,"Albuquerque, NM",2016,4,219.39,219.83
10740,"Albuquerque, NM",2017,1,216.78,219.77
10740,"Albuquerque, NM",2017,2,223.1,220.94
10740,"Albuquerque, NM",2017,3,225.35,223.15
10740,"Albuquerque, NM",2017,4,227.19,227.79
10740,"Albuquerque, NM",2018,1,227.37,230.04
10740,"Albuquerque, NM",2018,2,233,231.03
10740,"Albuquerque, NM",2018,3,235.41,233.04
10740,"Albuquerque, NM",2018,4,233.01,233.9
10740,"Albuquerque, NM",2019,1,237.87,240.28
10740,"Albuquerque, NM",2019,2,244.5,242.5
10740,"Albuquerque, NM",2019,3,249.68,247.18
10740,"Albuquerque, NM",2019,4,248.03,249.22
10740,"Albuquerque, NM",2020,1,255.79,258.19
10740,"Albuquerque, NM",2020,2,262.47,260.23
10740,"Albuquerque, NM",2020,3,272.59,269.89
10740,"Albuquerque, NM",2020,4,279.39,280.91
10740,"Albuquerque, NM",2021,1,289.44,292.22
10740,"Albuquerque, NM",2021,2,307.26,304.28
10740,"Albuquerque, NM",2021,3,320.33,317.34
10740,"Albuquerque, NM",2021,4,327.44,329.2
10740,"Albuquerque, NM",2022,1,339.39,342.94
10740,"Albuquerque, NM",2022,2,360.94,356.99
10740,"Albuquerque, NM",2022,3,362.36,359.19
10740,"Albuquerque, NM",2022,4,364.4,366.29
10740,"Albuquerque, NM",2023,1,364.57,368.61
10740,"Albuquerque, NM",2023,2,381.66,377.13
10740,"Albuquerque, NM",2023,3,386.36,383.15
10900,"Allentown-Bethlehem-Easton, PA-NJ",1991,1,100,100
10900,"Allentown-Bethlehem-Easton, PA-NJ",1991,2,100.17,99.88
10900,"Allentown-Bethlehem-Easton, PA-NJ",1991,3,102.01,101.33
10900,"Allentown-Bethlehem-Easton, PA-NJ",1991,4,99.76,100.24
10900,"Allentown-Bethlehem-Easton, PA-NJ",1992,1,102.02,102.09
10900,"Allentown-Bethlehem-Easton, PA-NJ",1992,2,101.61,101.28
10900,"Allentown-Bethlehem-Easton, PA-NJ",1992,3,101.21,100.53
10900,"Allentown-Bethlehem-Easton, PA-NJ",1992,4,99.5,99.93
10900,"Allentown-Bethlehem-Easton, PA-NJ",1993,1,99.55,99.77
10900,"Allentown-Bethlehem-Easton, PA-NJ",1993,2,100.3,99.88
10900,"Allentown-Bethlehem-Easton, PA-NJ",1993,3,99.71,99.04
10900,"Allentown-Bethlehem-Easton, PA-NJ",1993,4,101.38,101.74
10900,"Allentown-Bethlehem-Easton, PA-NJ",1994,1,99.62,99.99
10900,"Allentown-Bethlehem-Easton, PA-NJ",1994,2,100.6,100.09
10900,"Allentown-Bethlehem-Easton, PA-NJ",1994,3,100.31,99.64
10900,"Allentown-Bethlehem-Easton, PA-NJ",1994,4,98.66,98.95
10900,"Allentown-Bethlehem-Easton, PA-NJ",1995,1,97.82,98.31
10900,"Allentown-Bethlehem-Easton, PA-NJ",1995,2,98.36,97.81
10900,"Allentown-Bethlehem-Easton, PA-NJ",1995,3,98.41,97.73
10900,"Allentown-Bethlehem-Easton, PA-NJ",1995,4,97.45,97.74
10900,"Allentown-Bethlehem-Easton, PA-NJ",1996,1,96.9,97.42
10900,"Allentown-Bethlehem-Easton, PA-NJ",1996,2,99.52,98.98
10900,"Allentown-Bethlehem-Easton, PA-NJ",1996,3,99.71,98.97
10900,"Allentown-Bethlehem-Easton, PA-NJ",1996,4,97.3,97.62
10900,"Allentown-Bethlehem-Easton, PA-NJ",1997,1,99.66,100.17
10900,"Allentown-Bethlehem-Easton, PA-NJ",1997,2,98.53,98.03
10900,"Allentown-Bethlehem-Easton, PA-NJ",1997,3,99.56,98.81
10900,"Allentown-Bethlehem-Easton, PA-NJ",1997,4,98.83,99.16
10900,"Allentown-Bethlehem-Easton, PA-NJ",1998,1,99.66,100.12
10900,"Allentown-Bethlehem-Easton, PA-NJ",1998,2,100.44,99.96
10900,"Allentown-Bethlehem-Easton, PA-NJ",1998,3,101.44,100.73
10900,"Allentown-Bethlehem-Easton, PA-NJ",1998,4,100.84,101.1
10900,"Allentown-Bethlehem-Easton, PA-NJ",1999,1,102,102.47
10900,"Allentown-Bethlehem-Easton, PA-NJ",1999,2,104.44,103.97
10900,"Allentown-Bethlehem-Easton, PA-NJ",1999,3,105.39,104.72
10900,"Allentown-Bethlehem-Easton, PA-NJ",1999,4,105.35,105.5
10900,"Allentown-Bethlehem-Easton, PA-NJ",2000,1,107.03,107.56
10900,"Allentown-Bethlehem-Easton, PA-NJ",2000,2,108.3,107.84
10900,"Allentown-Bethlehem-Easton, PA-NJ",2000,3,111.08,110.41
10900,"Allentown-Bethlehem-Easton, PA-NJ",2000,4,113.06,113.07
10900,"Allentown-Bethlehem-Easton, PA-NJ",2001,1,113.82,114.48
10900,"Allentown-Bethlehem-Easton, PA-NJ",2001,2,116.61,116.16
10900,"Allentown-Bethlehem-Easton, PA-NJ",2001,3,117.83,117.08
10900,"Allentown-Bethlehem-Easton, PA-NJ",2001,4,119.47,119.37
10900,"Allentown-Bethlehem-Easton, PA-NJ",2002,1,120.62,121.47
10900,"Allentown-Bethlehem-Easton, PA-NJ",2002,2,124.56,124.12
10900,"Allentown-Bethlehem-Easton, PA-NJ",2002,3,127.98,127.06
10900,"Allentown-Bethlehem-Easton, PA-NJ",2002,4,131.08,130.93
10900,"Allentown-Bethlehem-Easton, PA-NJ",2003,1,133.7,134.75
10900,"Allentown-Bethlehem-Easton, PA-NJ",2003,2,138.8,138.35
10900,"Allentown-Bethlehem-Easton, PA-NJ",2003,3,143.43,142.23
10900,"Allentown-Bethlehem-Easton, PA-NJ",2003,4,145.53,145.44
10900,"Allentown-Bethlehem-Easton, PA-NJ",2004,1,148.2,149.45
10900,"Allentown-Bethlehem-Easton, PA-NJ",2004,2,154.18,153.62
10900,"Allentown-Bethlehem-Easton, PA-NJ",2004,3,160.81,159.34
10900,"Allentown-Bethlehem-Easton, PA-NJ",2004,4,165.31,165.35
10900,"Allentown-Bethlehem-Easton, PA-NJ",2005,1,165.72,167.13
10900,"Allentown-Bethlehem-Easton, PA-NJ",2005,2,174.7,174.03
10900,"Allentown-Bethlehem-Easton, PA-NJ",2005,3,182.46,180.72
10900,"Allentown-Bethlehem-Easton, PA-NJ",2005,4,186.71,186.77
10900,"Allentown-Bethlehem-Easton, PA-NJ",2006,1,190.45,192.21
10900,"Allentown-Bethlehem-Easton, PA-NJ",2006,2,196.19,195.34
10900,"Allentown-Bethlehem-Easton, PA-NJ",2006,3,198.37,196.47
10900,"Allentown-Bethlehem-Easton, PA-NJ",2006,4,197.02,197.02
10900,"Allentown-Bethlehem-Easton, PA-NJ",2007,1,200.04,202.02
10900,"Allentown-Bethlehem-Easton, PA-NJ",2007,2,204.85,203.93
10900,"Allentown-Bethlehem-Easton, PA-NJ",2007,3,199.84,197.92
10900,"Allentown-Bethlehem-Easton, PA-NJ",2007,4,197.61,197.45
10900,"Allentown-Bethlehem-Easton, PA-NJ",2008,1,190.75,192.96
10900,"Allentown-Bethlehem-Easton, PA-NJ",2008,2,187.2,186.23
10900,"Allentown-Bethlehem-Easton, PA-NJ",2008,3,185.71,183.81
